Text,Translation,Language,Category
I am a doctor. I do not speak Portugese. I will communicate with you using this website. Answer me in English as much as possible. Thank you.,"Sou um médico. Eu não falo espanhol. Vou comunicar com você usando este site. Responda-me em Inglês, tanto quanto possível. Obrigado.",Portugese,Greetings
What's your name?,¿Como te llamas?,Portugese,Greetings
Please give me your Identitification Card / Work Permit,"Por favor, dame tu permiso de trabajo / Tarjeta Identitification",Portugese,Greetings
"In the last 14 days, did you meet anyone who has coronavirus?","En los últimos 14 días, se conocieron cualquier persona que tenga coronavirus?",Portugese,Contact with Others
Who? What is your relationship with them?,¿OMS? ¿Cuál es su relación con ellos?,Portugese,Contact with Others
How many days ago did you meet them? (There is a number chart in the sidebar if they cannot answer),¿Cuántos días hace que dejó de reunirse con ellos? (Hay una tabla de números en la barra lateral si no pueden responder),Portugese,Contact with Others
How long were you with him/her?,¿Cuánto tiempo estuvo con él / ella?,Portugese,Contact with Others
"In the last 14 days, did you travel out of Singapore? If yes, tell us the countries in English.","En los últimos 14 días, viajaste fuera de Singapur? Si es así, nos dicen los países en Inglés.",Portugese,Contact with Others
Do you have a fever?,¿Tienes fiebre?,Portugese,Symptoms
"How many days?
(You may use this for multiple symptoms)","¿Cuántos días?
(Usted puede usar esto para múltiples síntomas)",Portugese,Symptoms
"Did you measure it with a thermometer? If you did, what was the highest reading?","Se ha medido con un termómetro? Si es así, ¿cuál fue la lectura más alta?",Portugese,Symptoms
Runny nose?,¿Nariz que moquea?,Portugese,Symptoms
Cough?,¿Tos?,Portugese,Symptoms
Sore throat?,¿Dolor de garganta?,Portugese,Symptoms
Difficulty breathing?,¿Respiración dificultosa?,Portugese,Symptoms
Do you have diarrhoea? How many times a day?,¿Tiene diarrea? ¿Cuántas veces al día?,Portugese,Symptoms
Rash?,¿Erupción?,Portugese,Symptoms
"Any pain? Specifically, any chest pain?","¿Cualquier dolor? En concreto, cualquier dolor en el pecho?",Portugese,Symptoms
Point to the place.,Apuntar al lugar.,Portugese,Symptoms
Do you have any past medical history?,¿Tiene alguna historia médica pasada?,Portugese,Medical Conditions
Please point to which ones.,Por favor apuntar a cuáles.,Portugese,Medical Conditions
Asthma,Asma,Portugese,Medical Conditions
Pneumonia,Neumonía,Portugese,Medical Conditions
Hypertension,Hipertensión,Portugese,Medical Conditions
Hyperlipidemia,hiperlipidemia,Portugese,Medical Conditions
Diabetes,Diabetes,Portugese,Medical Conditions
Heart problems,Problemas del corazón,Portugese,Medical Conditions
Kidney problems,Problemas de riñon,Portugese,Medical Conditions
Loss of taste,Pérdida del gusto,Portugese,Symptoms
Lost of Smell,Perdida del olfato,Portugese,Symptoms
Do you have a drug allergy?,¿Tiene una alergia a medicamentos?,Portugese,Medical Conditions
"Do you smoke? If yes, how many cigarettes a day?","¿Fumas? Si sí, ¿cuántos cigarrillos al día?",Portugese,Medical Conditions
"Do you drink? If yes, how much (number of bottles a week, type of alcohol)?","¿Tu bebes? Si es así, ¿cuánto (número de botellas a la semana, tipo de alcohol)?",Portugese,Medical Conditions
"If you have any other problems, you can tell me in English.","Si tiene cualquier otro problema, puede decirme en Inglés.",Portugese,Medical Conditions
I’m going to examine you.,Voy a examinarle.,Portugese,Medical Instructions
Tell me if you feel more pain.,Dime si se siente más dolor.,Portugese,Medical Instructions
Please remove your shirt.,"Por favor, elimine la camisa.",Portugese,Medical Instructions
Keep taking deep breaths through your mouth.,Mantener al respirar profundamente por la boca.,Portugese,Medical Instructions
"Say ""99"" when I listen with my stethoscope.","Decir ""99"" cuando escucho con mi estetoscopio.",Portugese,Medical Instructions
I'm going to put this cotton bud into your nostril. You will feel strange but it is not painful,"Voy a poner este bastoncillo de algodón en su fosa nasal. Usted se sentirá extraño, pero no es doloroso",Portugese,Medical Instructions
This is to test for coronavirus,Esto es a prueba de coronavirus,Portugese,Medical Instructions
Tilt your head back,Incline la cabeza de la espalda,Portugese,Medical Instructions
"If coronavirus positive, we call your phone by tomorrow.","Si es positivo coronavirus, que llamamos su teléfono para mañana.",Portugese,Medical Instructions
"If coronavirus negative, we send you SMS (text) after 3 days","Si es negativo coronavirus, que le enviamos SMS (texto) después de 3 días",Portugese,Medical Instructions
"Later, you will do an X-ray","Más tarde, que va a hacer una radiografía",Portugese,Medical Instructions
There is no sign of infection on your X-ray,No hay ninguna señal de infección en su X-ray,Portugese,Medical Instructions
You can go back soon.,Puede volver pronto.,Portugese,Medical Instructions
"Wait here, do not leave this area","Espera aquí, no deje esta área",Portugese,Medical Instructions
You have to stay in the hospital for a few days,Usted tiene que permanecer en el hospital durante unos días,Portugese,Medical Instructions
We need to transfer you to another location.,Necesitamos para trasladarlos a otro lugar.,Portugese,Medical Instructions
I'll give you medicine to make you feel better,Te voy a dar la medicina para que se sienta mejor,Portugese,Medical Instructions
You must not work for next 5 days.,No se debe trabajar para los próximos 5 días.,Portugese,Medical Instructions
You must come back if you have problems with breathing.,Debe volver si usted tiene problemas con la respiración.,Portugese,Medical Instructions
You must come back if you do not recover completely after 5 days,Debe volver si no se recupera completamente después de 5 días,Portugese,Medical Instructions
Read the handout carefully,Lea cuidadosamente el folleto,Portugese,Medical Instructions
Thank you,Gracias,Portugese,Greetings
Good morning / afternoon / evening,Buena mañana tarde noche,Portugese,Greetings
I am the nurse,Soy la enfermera,Portugese,Greetings
I am the doctor,Yo soy el médico,Portugese,Greetings
You are in the intensive care unit.,Usted está en la unidad de cuidados intensivos.,Portugese,Medical Instructions
Today is Monday,Hoy es Lunes,Portugese,Greetings
Today is Tuesday,Hoy es martes,Portugese,Greetings
Today is Wednesday,Hoy es Miercoles,Portugese,Greetings
Today is Thursday,Hoy es Jueves,Portugese,Greetings
Today is Friday,Hoy es viernes,Portugese,Greetings
Today is Saturday,Hoy es sábado,Portugese,Greetings
Today is Sunday,Hoy es domingo,Portugese,Greetings
You are getting better,Estás mejorando,Portugese,Greetings
We will remove the breathing tube when you are better,Vamos a retirar el tubo de respiración cuando usted es mejor,Portugese,Medical Instructions
You can talk after we remove the breathing tube,Se puede hablar después de retirar el tubo de respiración,Portugese,Medical Instructions
Take a deep breath,Tomar una respiración profunda,Portugese,Medical Instructions
Give me a big cough,Dame un gran tos,Portugese,Medical Instructions
Don’t struggle,No luches,Portugese,Medical Instructions
Don’t move,No se mueva,Portugese,Medical Instructions
Lift up your arm,Levante el brazo,Portugese,Medical Instructions
Lift up your leg,Levante la pierna,Portugese,Medical Instructions
Squeeze my hand,Aprieta mi mano,Portugese,Medical Instructions
Show me two fingers,me muestran dos dedos,Portugese,Medical Instructions
Open your mouth,Abre la boca,Portugese,Medical Instructions
Stick out your tongue,Saca la lengua,Portugese,Medical Instructions
Open your eyes,Abre tus ojos,Portugese,Medical Instructions
I’m going to shine a light into your eyes. It will be bright.,Voy a brillar una luz en sus ojos. Será brillante.,Portugese,Medical Instructions
Your lungs are weak. We are going to insert a breathing tube to help you breathe,Sus pulmones son débiles. Vamos a insertar un tubo de respiración para ayudarle a respirar,Portugese,Medical Instructions
You are going to sleep now,Te vas a dormir ahora,Portugese,Medical Instructions
We are turning you onto your belly to help your lungs expand,Le estamos dando vuelta sobre su vientre para ayudar a sus pulmones se expanden,Portugese,Medical Instructions
We are inserting a tube to help you pass urine,Estamos insertando un tubo para ayudarle a pasar la orina,Portugese,Medical Instructions
We are inserting a tube through your nose,Estamos insertando un tubo por la nariz,Portugese,Medical Instructions
We are going to give you an injection in your neck to give you medications,Vamos a darle una inyección en el cuello para darle medicamentos,Portugese,Medical Instructions
We are going to give you an injection in your arm to measure your blood pressure,Vamos a darle una inyección en el brazo para medir la presión sanguínea,Portugese,Medical Instructions
We will give you sleeping medications.,Le daremos medicamentos para dormir.,Portugese,Medical Instructions
We will give you painkillers.,Le daremos analgésicos.,Portugese,Medical Instructions
We are giving you medication to keep your blood pressure up.,Le estamos dando medicamentos para mantener su presión arterial para arriba.,Portugese,Medical Instructions
We are going to remove the breathing tube.,Vamos a quitar el tubo de respiración.,Portugese,Medical Instructions
We are going to suck out your phlegm,Vamos a chupar su flema,Portugese,Medical Instructions
We are going to clean you with a sponge,Vamos a que limpiar con una esponja,Portugese,Medical Instructions
Turn left,gire a la izquierda,Portugese,Medical Instructions
Turn right,Girar a la derecha,Portugese,Medical Instructions
We will change your diapers,Vamos a cambiar los pañales,Portugese,Medical Instructions
Lift up your leg,Levante la pierna,Portugese,Medical Instructions
We are going to sit you up,Nos vamos a sentar para arriba,Portugese,Medical Instructions
We are going to shift you up the bed,Vamos a cambiar hacia arriba que la cama,Portugese,Medical Instructions
We are going to clean your mouth,Vamos a limpiar la boca,Portugese,Medical Instructions
Do not swallow the gargle,No se trague el gárgaras,Portugese,Medical Instructions
I am a doctor. I do not speak German. I will communicate with you using this website. Answer me in English as much as possible. Thank you.,Ich bin ein Arzt. Ich spreche kein Deutsch. Ich werde mit Ihnen kommunizieren dieser Website nutzen. Antwortet mich auf Englisch so viel wie möglich. Danke.,German,Greetings
What's your name?,Wie heißen Sie?,German,Greetings
Please give me your Identitification Card / Work Permit,Bitte geben Sie mir Ihre Identitification Karte / Arbeitserlaubnis,German,Greetings
"In the last 14 days, did you meet anyone who has coronavirus?","In den letzten 14 Tagen hat treffen Sie jemanden, der corona hat?",German,Contact with Others
Who? What is your relationship with them?,WHO? Was ist Ihre Beziehung zu ihnen?,German,Contact with Others
How many days ago did you meet them? (There is a number chart in the sidebar if they cannot answer),"Wie viele Tage haben Sie sich ihnen? (Es gibt eine Reihe Diagramm in der Seitenleiste, wenn sie nicht beantworten kann)",German,Contact with Others
