Text,Translation,Language,Category
We are inserting a tube to help you pass urine,Wir sind zu einem Schlauch Hilfe Einsetzen passieren Sie Urin,German / Deutsche,Medical Instructions
We are inserting a tube through your nose,Wir Einsetzen einer Röhre durch die Nase,German / Deutsche,Medical Instructions
We are going to give you an injection in your neck to give you medications,"Wir werden Ihnen eine Spritze in den Hals, um Ihnen Medikamente zu geben,",German / Deutsche,Medical Instructions
We are going to give you an injection in your arm to measure your blood pressure,"Wir werden Ihnen eine Spritze in den Arm geben, Ihren Blutdruck zu messen",German / Deutsche,Medical Instructions
We will give you sleeping medications.,Wir geben Ihnen schlafen Medikamente.,German / Deutsche,Medical Instructions
We will give you painkillers.,Wir werden Ihnen Schmerzmittel geben.,German / Deutsche,Medical Instructions
We are giving you medication to keep your blood pressure up.,Wir geben Ihnen Medikamente den Blutdruck zu halten.,German / Deutsche,Medical Instructions
We are going to remove the breathing tube.,Wir werden den Atemschlauch zu entfernen.,German / Deutsche,Medical Instructions
We are going to suck out your phlegm,Wir werden Ihre Phlegma herauszusaugen,German / Deutsche,Medical Instructions
We are going to clean you with a sponge,Wir werden Sie mit einem Schwamm reinigen,German / Deutsche,Medical Instructions
Turn left,Biegen Sie links ab,German / Deutsche,Medical Instructions
Turn right,Biegen Sie rechts ab,German / Deutsche,Medical Instructions
We will change your diapers,Wir werden Ihre Windeln wechseln,German / Deutsche,Medical Instructions
Lift up your leg,Heben Sie Ihr Bein,German / Deutsche,Medical Instructions
We are going to sit you up,Wir werden Sie sitzen,German / Deutsche,Medical Instructions
We are going to shift you up the bed,Wir werden Sie auf dem Bett verschieben,German / Deutsche,Medical Instructions
We are going to clean your mouth,Wir werden den Mund reinigen,German / Deutsche,Medical Instructions
Do not swallow the gargle,Nicht schlucken das Gurgeln,German / Deutsche,Medical Instructions
Are you in pain?,Hast Du Schmerzen?,German / Deutsche,Basic Terms
Where is the pain?,Wo ist der Schmerz?,German / Deutsche,Basic Terms
"Is it mild, moderate or severe?","Ist es leichter, mittelschwerer oder schwerer?",German / Deutsche,Basic Terms
Can you point to the pain?,Können Sie sich an den Schmerz zeigen?,German / Deutsche,Basic Terms
Head,Kopf,German / Deutsche,Basic Terms
eyes,Augen,German / Deutsche,Basic Terms
ears,Ohren,German / Deutsche,Basic Terms
nose,Nase,German / Deutsche,Basic Terms
mouth,Mund,German / Deutsche,Basic Terms
throat,Kehle,German / Deutsche,Basic Terms
chest,Truhe,German / Deutsche,Basic Terms
abdomen,Abdomen,German / Deutsche,Basic Terms
back,zurück,German / Deutsche,Basic Terms
arms,Waffen,German / Deutsche,Basic Terms
legs,Beine,German / Deutsche,Basic Terms
feet,Füße,German / Deutsche,Basic Terms
1 - one,1 - Ein,German / Deutsche,Basic Terms
2 - two,2 - zwei,German / Deutsche,Basic Terms
3 - three,3 - drei,German / Deutsche,Basic Terms
4 - four,4 - vier,German / Deutsche,Basic Terms
5 - five,5 - fünf,German / Deutsche,Basic Terms
6 - six,6 - sechs,German / Deutsche,Basic Terms
7 - seven,7 - sieben,German / Deutsche,Basic Terms
8 - eight,8 - acht,German / Deutsche,Basic Terms
9 - nine,9 - neun,German / Deutsche,Basic Terms
10 - ten,10 - zehn,German / Deutsche,Basic Terms
0 - zero,0 - Null,German / Deutsche,Basic Terms
January,Januar,German / Deutsche,Basic Terms
Feb,Februar,German / Deutsche,Basic Terms
March,März,German / Deutsche,Basic Terms
April,April,German / Deutsche,Basic Terms
May,Kann,German / Deutsche,Basic Terms
June,Juni,German / Deutsche,Basic Terms
July,Juli,German / Deutsche,Basic Terms
August,August,German / Deutsche,Basic Terms
September,September,German / Deutsche,Basic Terms
October,Oktober,German / Deutsche,Basic Terms
November,November,German / Deutsche,Basic Terms
December,Dezember,German / Deutsche,Basic Terms
I am a doctor. I do not speak your language. I will communicate with you using this website. Answer me in English as much as possible. Thank you.,저는 의사입니다. 저는 한국말을 할줄 모릅니다. 이 사이트를 이용해서 의사소통을 할겁니다. 최대한 영어로 답변 해주시면 감사하겠습니다,Korean / 한국어,Greetings
What's your name?,이름이 무엇입니까?,Korean / 한국어,Greetings
Please give me your Identitification Card / Work Permit,신분증을 보여주십시오,Korean / 한국어,Greetings
"In the last 14 days, did you meet anyone who has coronavirus?",최근 14일 동안 코로나 바이러스 확진자와 접촉한 적이 있을까?,Korean / 한국어,Contact with Others
Who? What is your relationship with them?,누구고 그들과 관계가 어떻게 되십니까?,Korean / 한국어,Contact with Others
"How many days ago did you meet them? If you can't talk, point to the number (I edited the question) (There is a number chart in the sidebar if they cannot answer)",그들 몇일전에 만나셨읍니까? 말을 하시기 불편하시면 손으로 가르키십시오,Korean / 한국어,Contact with Others
How long were you with him/her?,저 남자/여자 분과 얼마나 같이 있어습니까?,Korean / 한국어,Contact with Others
How long were you with him/her? (gender neutral),그 분과 얼마나 같이 있어습니까?,Korean / 한국어,Contact with Others
"In the last 14 days, did you travel out of the country? If yes, tell us the countries in English.",최근 14일 동안에 해외로 나가신적이 있나요? 만약에 있으시다면 방문 국가들을 영어로 알려주세요,Korean / 한국어,Contact with Others
Do you have a fever?,열이 있습니까?,Korean / 한국어,Symptoms
"How many days?
(asking how many days someone had the symptom)",몇일 동안 증상이 있었나요?,Korean / 한국어,Symptoms
"Did you measure it with a thermometer? If you did, what was the highest reading?",체온계로 측정하셨나요? 제일 높은 체온이 어떻게 되나요?,Korean / 한국어,Symptoms
Runny nose? (asking someone),콧물이 계속 나오나요?,Korean / 한국어,Symptoms
Cough? (asking someone),기침을 하시나요?,Korean / 한국어,Symptoms
Sore throat? (asking someone / medical jargon),인후염이나 후두염이 있나요?,Korean / 한국어,Symptoms
Sore throat? (asking someone / non-mdeical term),목이 아프십니까?,Korean / 한국어,Symptoms
Difficulty breathing? (asking someone),호흡이 힘드신가요?,Korean / 한국어,Symptoms
Do you have diarrhoea? How many times a day?,설사를 하시나요? 하루에 몇번을 하시나요?,Korean / 한국어,Symptoms
Rash? (asking someone),발진이 있나요?,Korean / 한국어,Symptoms
"Any pain? Specifically, any chest pain?",통증이 있나요? 특히 가슴쪽에 통증이 있나요?,Korean / 한국어,Symptoms
Point to the place.,장소를 가리키세요,Korean / 한국어,Symptoms
Do you have any past medical history?,과거 병력이 있나요?,Korean / 한국어,Medical Conditions
Please point to which ones.,어떤것인지 가리키세요,Korean / 한국어,Medical Conditions
Asthma,천식,Korean / 한국어,Medical Conditions
Pneumonia,폐렴,Korean / 한국어,Medical Conditions
Hypertension,고혈압,Korean / 한국어,Medical Conditions
Hyperlipidemia,고지혈증,Korean / 한국어,Medical Conditions
Diabetes,당뇨병,Korean / 한국어,Medical Conditions
Heart problems,심장 질환,Korean / 한국어,Medical Conditions
Kidney problems,신장 질환,Korean / 한국어,Medical Conditions
Do you have a drug allergy?,약물 알레르기가 있나요?,Korean / 한국어,Medical Conditions
"Do you smoke? If yes, how many cigarettes a day?",담배를 피우시나요? 하루에 몇개비를 피우시나요?,Korean / 한국어,Medical Conditions
"Do you drink? If yes, how much (number of bottles a week, type of alcohol)?",술을 하시나요? 얼마나 하시나요? (일주일에 몇병을 마시나요? / 어떤 종류의 술을 마시나요?),Korean / 한국어,Medical Conditions
"If you have any other problems, you can tell me in English.",다른 문제가 있을 경우 영어로 말해주세요,Korean / 한국어,Medical Conditions
I’m going to examine you.,검사를 실시 하겠습니다,Korean / 한국어,Medical Instructions
Tell me if you feel more pain.,통증이 심화되면 알려주세요,Korean / 한국어,Medical Instructions
Please remove your shirt. (general clothing),옷을 벗어주세요,Korean / 한국어,Medical Instructions
Keep taking deep breaths through your mouth.,입으로 큰 숨을 들이 마시세요,Korean / 한국어,Medical Instructions
"Say ""99"" when I listen with my stethoscope.",청진기를 대었을때 구십구라고 이야기 해주세요,Korean / 한국어,Medical Instructions
I'm going to put this cotton bud into your nostril. You will feel strange but it is not painful,면봉을 콧구멍 안으로 넣을겁니다. 좀 불편 할수 있습니다,Korean / 한국어,Medical Instructions
This is to test for coronavirus,코로나-19 검사용 입니다,Korean / 한국어,Medical Instructions
Tilt your head back,목을 뒤로 젖혀보세요,Korean / 한국어,Medical Instructions
"If coronavirus positive, we call your phone by tomorrow.",만약 코로나-19 검사에서 양성이 나오면 내일 전화 드리겠습니다,Korean / 한국어,Medical Instructions
"If coronavirus negative, we send you SMS after 3 days",만약 코로나-19 검사에서 음성이 나오면 3일 뒤에 문자를 보내드리겠습니다,Korean / 한국어,Medical Instructions
"Later, you will do an X-ray",나중에 엑스레이 받으실거에요,Korean / 한국어,Medical Instructions
There is no sign of infection on your X-ray,엑스레이상으로는 감염 증상이 보이지 않습니다,Korean / 한국어,Medical Instructions
You can go back soon.,곧 돌아 갈수 있습니다,Korean / 한국어,Medical Instructions
"Wait here, do not leave this area",여기서 기다리세요. 떠나시면 안됩니다,Korean / 한국어,Medical Instructions
You have to stay in the hospital for a few days,병원에 몇일간 입원 하셔야 합니다,Korean / 한국어,Medical Instructions
I'll give you medicine to make you feel better,기분이 나아지시라고 약을 드리겠습니다,Korean / 한국어,Medical Instructions
You must not work for next 5 days.,앞으로 5일간 일을 하시면 안됩니다,Korean / 한국어,Medical Instructions
You must come back if you have problems with breathing.,호흡에 문제가 생기면 다시 돌아오세요,Korean / 한국어,Medical Instructions
You must come back if you do not recover completely after 5 days,5일 뒤에도 완전히 나아지지 않으면 다시 돌아오세요,Korean / 한국어,Medical Instructions
Read the handout carefully,인쇄물을 자세히 읽어주세요,Korean / 한국어,Medical Instructions
Thank you,감사합니다,Korean / 한국어,Greetings
Good morning / afternoon / evening (all the same in Korean),안녕하세요,Korean / 한국어,Greetings
I am the nurse,제가 간호사 입니다,Korean / 한국어,Greetings
I am the doctor,제가 의사입니다,Korean / 한국어,Greetings
You are in the intensive care unit.,지금 중환자실에 계십니다,Korean / 한국어,Medical Instructions
Today is Monday / Tuesday / Wednesday / Thursday / Friday / Saturday / Sunday,오늘은 월요일/ 화요일/ 수요일/ 목요일/ 금요일/ 토요일/ 일요일/ 입니다,Korean / 한국어,Greetings
You are getting better,조금씩 나아지고 있습니다,Korean / 한국어,Greetings
We will remove the breathing tube when you are better,몸이 조금 나아지면 호흡용 관을 제거하겠습니다,Korean / 한국어,Medical Instructions
